year,month,species,sciname,length_cm,frequency
2022,2,SEREP62,Epinephelus coioides,30,1
2022,2,SEREP62,Epinephelus coioides,53,1
2022,2,SEREP62,Epinephelus coioides,90,1
2022,1,SERGR01,Grammistes sexlineatus,5,11
2022,1,SERGR01,Grammistes sexlineatus,6,10
2022,1,SERGR01,Grammistes sexlineatus,14,1
2022,1,SHACA12,Carcharhinus sorrah,22,5
2022,1,SHACA12,Carcharhinus sorrah,23,6
2022,1,SHACA24,Carcharhinus melanopterus,37,1
2022,3,SHACA24,Carcharhinus melanopterus,41,1
2022,1,SHAHS12,Chiloscyllium griseum,12,1
2022,1,SHAHS12,Chiloscyllium griseum,13,1
2022,1,SHAHS12,Chiloscyllium griseum,14,1
2022,1,SHAHS12,Chiloscyllium griseum,27,1
2022,1,SHATR01,Iago omanensis,13,1
2022,1,SHATR01,Iago omanensis,20,4
2022,1,SHATR01,Iago omanensis,24,2
2022,1,SHATR01,Iago omanensis,25,3
2022,1,SHATR01,Iago omanensis,28,2
2022,2,SHATR01,Iago omanensis,12,1
2022,2,SHATR01,Iago omanensis,21,1
2022,2,SHATR01,Iago omanensis,32,1
2022,2,SHATR01,Iago omanensis,33,1
2022,2,SHATR01,Iago omanensis,38,1
2022,2,SHATR01,Iago omanensis,39,1
2022,2,SHATR01,Iago omanensis,46,1
2022,2,SHATR01,Iago omanensis,54,1
2022,2,SHATR01,Iago omanensis,55,1
2022,1,SHATR41,Iago omanensis,16,16
2022,1,SHATR41,Iago omanensis,19,1
2022,1,SHATR41,Iago omanensis,25,1
2022,1,SHATR41,Iago omanensis,27,3
2022,1,SHATR41,Iago omanensis,28,3
2022,1,SHATR41,Iago omanensis,29,1
2022,1,SHATR41,Iago omanensis,33,1
2022,1,SHATR41,Iago omanensis,34,2
2022,1,SHATR41,Iago omanensis,36,1
2022,1,SHATR41,Iago omanensis,38,1
2022,1,SHATR41,Iago omanensis,39,1
2022,1,SHATR41,Iago omanensis,40,2
2022,1,SHATR41,Iago omanensis,41,1
2022,1,SHATR41,Iago omanensis,42,1
2022,1,SHATR41,Iago omanensis,46,2
2022,1,SHATR41,Iago omanensis,64,1
2022,2,SHRPE00,PENAEIDAE,1.4,1
2022,2,SHRPE00,PENAEIDAE,1.5,1
2022,1,SHRPE22,Parapenaeopsis stylifera,2.2,6
2022,1,SHRPE22,Parapenaeopsis stylifera,2.5,3
2022,1,SHRPE22,Parapenaeopsis stylifera,3,25
2022,1,SHRPE22,Parapenaeopsis stylifera,3.5,8
2022,1,SHRPE22,Parapenaeopsis stylifera,4,14
2022,1,SHRPE22,Parapenaeopsis stylifera,4.1,4
2022,1,SHRPE22,Parapenaeopsis stylifera,5,2
2022,3,SHRPE22,Parapenaeopsis stylifera,1,51
2022,3,SHRPE22,Parapenaeopsis stylifera,1.5,3
2022,3,SHRPE22,Parapenaeopsis stylifera,1.6,12
2022,3,SHRPE22,Parapenaeopsis stylifera,3.5,1
2022,1,SHRPE23,Parapenaeopsis sculptilis,1.1,1
2022,1,SHRPE23,Parapenaeopsis sculptilis,2,10
2022,1,SHRPE23,Parapenaeopsis sculptilis,2.1,4
2022,1,SHRPE23,Parapenaeopsis sculptilis,2.2,9
2022,1,SHRPE23,Parapenaeopsis sculptilis,2.5,10
2022,2,SHRPE23,Parapenaeopsis sculptilis,2,1
2022,2,SHRPE23,Parapenaeopsis sculptilis,2.1,2
2022,2,SHRPE23,Parapenaeopsis sculptilis,2.2,1
2022,2,SHRPE23,Parapenaeopsis sculptilis,2.3,1
2022,2,SHRPE23,Parapenaeopsis sculptilis,2.7,1
2022,2,SHRPE23,Parapenaeopsis sculptilis,3,21
2022,2,SHRPE23,Parapenaeopsis sculptilis,3.4,2
2022,2,SHRPE23,Parapenaeopsis sculptilis,3.5,1
2022,3,SHRPE23,Parapenaeopsis sculptilis,1.8,3
2022,3,SHRPE23,Parapenaeopsis sculptilis,1.9,5
2022,3,SHRPE23,Parapenaeopsis sculptilis,2,1
2022,3,SHRPE23,Parapenaeopsis sculptilis,2.3,7
2022,3,SHRPE23,Parapenaeopsis sculptilis,2.4,1
2022,3,SHRPE23,Parapenaeopsis sculptilis,2.5,1
2022,3,SHRPE23,Parapenaeopsis sculptilis,3,1
2022,3,SHRPE23,Parapenaeopsis sculptilis,3.4,1
2022,3,SHRPE23,Parapenaeopsis sculptilis,18,1
2022,1,SHRPE25,Metapenaeopsis stridulans,1,16
2022,1,SHRPE25,Metapenaeopsis stridulans,1.1,26
2022,1,SHRPE25,Metapenaeopsis stridulans,1.2,15
2022,1,SHRPE25,Metapenaeopsis stridulans,1.3,23
2022,1,SHRPE25,Metapenaeopsis stridulans,1.4,42
2022,1,SHRPE25,Metapenaeopsis stridulans,1.5,125
2022,1,SHRPE25,Metapenaeopsis stridulans,1.6,96
2022,1,SHRPE25,Metapenaeopsis stridulans,1.8,22
2022,1,SHRPE25,Metapenaeopsis stridulans,1.9,1
2022,1,SHRPE25,Metapenaeopsis stridulans,2,8
2022,1,SHRPE25,Metapenaeopsis stridulans,2.4,1
2022,1,SHRPE25,Metapenaeopsis stridulans,2.5,1
2022,1,SHRPE25,Metapenaeopsis stridulans,2.6,1
2022,1,SHRPE25,Metapenaeopsis stridulans,11,14
2022,1,SHRPE25,Metapenaeopsis stridulans,14,2
2022,1,SHRPE25,Metapenaeopsis stridulans,16,2
2022,2,SHRPE25,Metapenaeopsis stridulans,1,1
2022,2,SHRPE25,Metapenaeopsis stridulans,1.6,1
2022,2,SHRPE25,Metapenaeopsis stridulans,1.8,25
2022,1,SHRPE26,Parapenaeopsis hardwickii,1,10
2022,1,SHRPE26,Parapenaeopsis hardwickii,1.2,1
2022,1,SHRPE26,Parapenaeopsis hardwickii,1.5,67
2022,1,SHRPE26,Parapenaeopsis hardwickii,1.6,1
2022,1,SHRPE26,Parapenaeopsis hardwickii,1.8,13
2022,1,SHRPE26,Parapenaeopsis hardwickii,2,79
2022,1,SHRPE26,Parapenaeopsis hardwickii,2.1,32
2022,1,SHRPE26,Parapenaeopsis hardwickii,2.2,20
2022,1,SHRPE26,Parapenaeopsis hardwickii,2.5,6
2022,1,SHRPE26,Parapenaeopsis hardwickii,2.7,2
2022,2,SHRPE26,Parapenaeopsis hardwickii,1,1
2022,2,SHRPE26,Parapenaeopsis hardwickii,2,9
2022,2,SHRPE26,Parapenaeopsis hardwickii,2.5,1
2022,2,SHRPE26,Parapenaeopsis hardwickii,3,1
2022,3,SHRPE26,Parapenaeopsis hardwickii,1.9,1
2022,3,SHRPE26,Parapenaeopsis hardwickii,2.3,1
2022,3,SHRPE26,Parapenaeopsis hardwickii,2.4,1
2022,3,SHRPE26,Parapenaeopsis hardwickii,2.5,1
2022,2,SHRPE27,Mierspenaeopsis hardwickii,0.5,1
2022,2,SHRPE27,Mierspenaeopsis hardwickii,1.1,11
2022,2,SHRPE27,Mierspenaeopsis hardwickii,1.3,9
2022,2,SHRPE27,Mierspenaeopsis hardwickii,1.5,3
2022,2,SHRPE27,Mierspenaeopsis hardwickii,1.6,5
2022,2,SHRPE27,Mierspenaeopsis hardwickii,1.8,29
2022,2,SHRPE27,Mierspenaeopsis hardwickii,2,20
2022,2,SHRPE27,Mierspenaeopsis hardwickii,2.2,1
2022,2,SHRPE27,Mierspenaeopsis hardwickii,2.4,1
2022,1,SHRPE28,Parapenaeopsis uncta,1.8,1
2022,1,SHRPE28,Parapenaeopsis uncta,2.3,2
2022,3,SHRPE28,Parapenaeopsis uncta,0.9,1
2022,3,SHRPE28,Parapenaeopsis uncta,1,1
2022,3,SHRPE28,Parapenaeopsis uncta,2.2,1
2022,3,SHRPE28,Parapenaeopsis uncta,2.8,1
2022,3,SHRPE28,Parapenaeopsis uncta,3,1
2022,3,SHRPE28,Parapenaeopsis uncta,12,64
2022,3,SHRPE28,Parapenaeopsis uncta,15,15
2022,1,SHRPE32,Parapenaeus longipes,0.1,10
2022,1,SHRPE32,Parapenaeus longipes,0.5,4
2022,1,SHRPE32,Parapenaeus longipes,1,36
2022,1,SHRPE32,Parapenaeus longipes,1.1,22
2022,1,SHRPE32,Parapenaeus longipes,1.2,67
2022,1,SHRPE32,Parapenaeus longipes,1.3,5
2022,1,SHRPE32,Parapenaeus longipes,1.4,12
2022,1,SHRPE32,Parapenaeus longipes,1.5,41
2022,1,SHRPE32,Parapenaeus longipes,1.6,34
2022,1,SHRPE32,Parapenaeus longipes,1.7,7
2022,1,SHRPE32,Parapenaeus longipes,1.8,10
2022,1,SHRPE32,Parapenaeus longipes,1.9,30
2022,1,SHRPE32,Parapenaeus longipes,2,11
2022,1,SHRPE32,Parapenaeus longipes,2.2,6
2022,3,SHRPE32,Parapenaeus longipes,1.5,1
2022,3,SHRPE32,Parapenaeus longipes,2.3,1
2022,2,SHRPE54,Parapeneopsis maxillipedo,2,3
2022,1,SHRPE63,Penaeus monodon,3.5,2
2022,1,SHRPE63,Penaeus monodon,3.8,4
2022,1,SHRPE63,Penaeus monodon,4,5
2022,1,SHRPE63,Penaeus monodon,4.1,2
2022,1,SHRPE63,Penaeus monodon,4.3,3
2022,1,SHRPE63,Penaeus monodon,4.6,2
2022,1,SHRPE63,Penaeus monodon,4.7,1
2022,1,SHRPE63,Penaeus monodon,4.8,1
2022,1,SHRPE63,Penaeus monodon,5,3
2022,1,SHRPE63,Penaeus monodon,5.1,3
2022,1,SHRPE63,Penaeus monodon,5.2,12
2022,1,SHRPE63,Penaeus monodon,5.3,1
2022,1,SHRPE63,Penaeus monodon,5.5,3
2022,1,SHRPE63,Penaeus monodon,5.8,1
2022,1,SHRPE63,Penaeus monodon,5.9,1
2022,1,SHRPE63,Penaeus monodon,6,4
2022,1,SHRPE63,Penaeus monodon,6.1,3
2022,1,SHRPE63,Penaeus monodon,6.3,3
2022,1,SHRPE63,Penaeus monodon,6.4,4
2022,1,SHRPE63,Penaeus monodon,6.5,1
2022,1,SHRPE63,Penaeus monodon,6.8,1
2022,1,SHRPE63,Penaeus monodon,7,2
2022,1,SHRPE63,Penaeus monodon,7.1,5
2022,1,SHRPE63,Penaeus monodon,7.2,1
2022,1,SHRPE63,Penaeus monodon,7.7,3
2022,1,SHRPE63,Penaeus monodon,7.8,2
2022,1,SHRPE63,Penaeus monodon,8,1
2022,1,SHRPE63,Penaeus monodon,8.3,4
2022,2,SHRPE63,Penaeus monodon,5.5,1
2022,2,SHRPE63,Penaeus monodon,7,1
2022,2,SHRPE63,Penaeus monodon,7.6,1
2022,2,SHRPE63,Penaeus monodon,8,2
2022,2,SHRPE63,Penaeus monodon,8.5,1
2022,2,SHRPE63,Penaeus monodon,9,1
2022,3,SHRPE63,Penaeus monodon,5,1
2022,3,SHRPE63,Penaeus monodon,6,2
2022,1,SHRPE64,Penaeus indicus,1.6,1
2022,1,SHRPE64,Penaeus indicus,1.8,1
2022,1,SHRPE64,Penaeus indicus,4,3
2022,1,SHRPE64,Penaeus indicus,5,1
2022,1,SHRPE64,Penaeus indicus,5.2,1
2022,1,SHRPE64,Penaeus indicus,5.3,1
2022,1,SHRPE64,Penaeus indicus,8,1
2022,2,SHRPE64,Penaeus indicus,2.3,1
2022,2,SHRPE64,Penaeus indicus,2.9,1
2022,2,SHRPE64,Penaeus indicus,3.3,1
2022,2,SHRPE64,Penaeus indicus,3.5,1
2022,1,SHRPE68,Penaeus canaliculatus,3.1,3
2022,1,SHRPE68,Penaeus canaliculatus,3.9,5
2022,1,SHRPE68,Penaeus canaliculatus,4.5,2
2022,1,SHRPE71,Metapenaeus monoceros,1.3,1
2022,1,SHRPE71,Metapenaeus monoceros,1.6,10
2022,1,SHRPE71,Metapenaeus monoceros,1.8,6
2022,1,SHRPE71,Metapenaeus monoceros,2,1
2022,1,SHRPE71,Metapenaeus monoceros,2.1,12
2022,1,SHRPE71,Metapenaeus monoceros,2.2,2
2022,1,SHRPE71,Metapenaeus monoceros,2.3,13
2022,1,SHRPE71,Metapenaeus monoceros,2.4,14
2022,1,SHRPE71,Metapenaeus monoceros,2.5,55
2022,1,SHRPE71,Metapenaeus monoceros,2.6,49
2022,1,SHRPE71,Metapenaeus monoceros,2.7,28
2022,1,SHRPE71,Metapenaeus monoceros,2.8,26
2022,1,SHRPE71,Metapenaeus monoceros,3,94
2022,1,SHRPE71,Metapenaeus monoceros,3.1,16
2022,1,SHRPE71,Metapenaeus monoceros,3.2,25
2022,1,SHRPE71,Metapenaeus monoceros,3.3,17
2022,1,SHRPE71,Metapenaeus monoceros,3.4,17
2022,1,SHRPE71,Metapenaeus monoceros,3.5,41
2022,1,SHRPE71,Metapenaeus monoceros,3.6,21
2022,1,SHRPE71,Metapenaeus monoceros,3.7,30
2022,1,SHRPE71,Metapenaeus monoceros,3.8,3
2022,1,SHRPE71,Metapenaeus monoceros,3.9,11
2022,1,SHRPE71,Metapenaeus monoceros,4,36
2022,1,SHRPE71,Metapenaeus monoceros,4.2,2
2022,1,SHRPE71,Metapenaeus monoceros,4.4,3
2022,1,SHRPE71,Metapenaeus monoceros,4.5,2
2022,1,SHRPE71,Metapenaeus monoceros,4.6,5
2022,1,SHRPE71,Metapenaeus monoceros,4.8,1
2022,1,SHRPE71,Metapenaeus monoceros,4.9,1
2022,1,SHRPE71,Metapenaeus monoceros,5.4,1
2022,2,SHRPE71,Metapenaeus monoceros,2,25
2022,2,SHRPE71,Metapenaeus monoceros,2.5,41
2022,2,SHRPE71,Metapenaeus monoceros,2.6,2
2022,2,SHRPE71,Metapenaeus monoceros,2.7,4
2022,2,SHRPE71,Metapenaeus monoceros,3,21
2022,2,SHRPE71,Metapenaeus monoceros,3.3,6
2022,2,SHRPE71,Metapenaeus monoceros,3.4,3
2022,2,SHRPE71,Metapenaeus monoceros,3.9,7
2022,2,SHRPE71,Metapenaeus monoceros,4,6
2022,3,SHRPE71,Metapenaeus monoceros,3.3,1
2022,3,SHRPE71,Metapenaeus monoceros,3.5,1
2022,3,SHRPE71,Metapenaeus monoceros,3.7,1
2022,3,SHRPE71,Metapenaeus monoceros,4,4
2022,3,SHRPE71,Metapenaeus monoceros,4.4,2
2022,2,SHRPE77,Metapenaeus lysianassa,1,1
2022,2,SHRPE77,Metapenaeus lysianassa,2,28
2022,3,SHRPE77,Metapenaeus lysianassa,1.2,1
2022,1,SHRPE79,Metapenaeus dobsoni,0.8,5
2022,1,SHRPE79,Metapenaeus dobsoni,1,7
2022,1,SHRPE79,Metapenaeus dobsoni,1.2,6
2022,1,SHRPE79,Metapenaeus dobsoni,1.6,7
2022,2,SHRPE79,Metapenaeus dobsoni,1.1,4
2022,2,SHRPE79,Metapenaeus dobsoni,1.4,3
2022,2,SHRPE79,Metapenaeus dobsoni,1.8,2
2022,3,SHRPE79,Metapenaeus dobsoni,1.6,18
2022,1,SHRPE88,Metapenaeus brevicornis,1.4,24
2022,1,SHRPE88,Metapenaeus brevicornis,1.5,3
2022,1,SHRPE88,Metapenaeus brevicornis,1.6,9
2022,1,SHRPE88,Metapenaeus brevicornis,2,36
2022,1,SHRPE88,Metapenaeus brevicornis,2.1,1
2022,1,SHRPE88,Metapenaeus brevicornis,2.4,2
2022,1,SHRPE88,Metapenaeus brevicornis,2.5,12
2022,2,SHRPE88,Metapenaeus brevicornis,0.5,2
2022,2,SHRPE88,Metapenaeus brevicornis,1,5
2022,2,SHRPE88,Metapenaeus brevicornis,1.2,12
2022,2,SHRPE88,Metapenaeus brevicornis,1.5,2
2022,2,SHRPE88,Metapenaeus brevicornis,1.8,6
2022,2,SHRPE88,Metapenaeus brevicornis,2,11
2022,2,SHRPE88,Metapenaeus brevicornis,2.5,1
2022,3,SHRPE88,Metapenaeus brevicornis,1.4,17
2022,3,SHRPE88,Metapenaeus brevicornis,1.5,11
2022,3,SHRPE88,Metapenaeus brevicornis,1.8,3
2022,3,SHRPE88,Metapenaeus brevicornis,1.9,29
2022,3,SHRPE88,Metapenaeus brevicornis,2,4
2022,3,SHRPE88,Metapenaeus brevicornis,2.1,7
2022,3,SHRPE88,Metapenaeus brevicornis,2.4,1
2022,1,SHRPE99,Parapenaeus longipes,3.2,1
2022,1,SHRPE99,Parapenaeus longipes,4.3,1
2022,1,SHRPM23,Nematopalaemon tenuipes,1.4,2
2022,1,SHRPM23,Nematopalaemon tenuipes,6,60
2022,2,SHRPM23,Nematopalaemon tenuipes,0.8,5
2022,2,SHRPM23,Nematopalaemon tenuipes,0.9,4
2022,2,SHRPM23,Nematopalaemon tenuipes,1.1,4
2022,2,SHRPM23,Nematopalaemon tenuipes,1.2,5
2022,2,SHRPM23,Nematopalaemon tenuipes,1.3,4
2022,2,SHRPM23,Nematopalaemon tenuipes,1.6,4
2022,2,SHRPM23,Nematopalaemon tenuipes,1.9,4
2022,3,SHRPM23,Nematopalaemon tenuipes,1.1,17
2022,1,SHRPM31,Exopalaemon styliferus,0.9,12
2022,1,SHRPM31,Exopalaemon styliferus,1,8
2022,1,SHRPM31,Exopalaemon styliferus,1.2,55
2022,3,SHRPM31,Exopalaemon styliferus,1,50
2022,2,SHRSE20,Acetes sp.,0.7,35
2022,3,SHRSE20,Acetes sp.,8,104
2022,1,SHRSO16,Solenocera crassicornis,1.1,5
2022,1,SHRSO16,Solenocera crassicornis,1.3,9
2022,1,SHRSO16,Solenocera crassicornis,1.4,12
2022,1,SHRSO16,Solenocera crassicornis,1.5,15
2022,1,SHRSO16,Solenocera crassicornis,1.6,18
2022,1,SHRSO16,Solenocera crassicornis,1.7,38
2022,1,SHRSO16,Solenocera crassicornis,1.8,19
2022,1,SHRSO16,Solenocera crassicornis,2,23
2022,1,SHRSO16,Solenocera crassicornis,2.1,3
2022,1,SHRSO16,Solenocera crassicornis,2.2,7
2022,1,SHRSO16,Solenocera crassicornis,2.3,4
2022,1,SHRSO16,Solenocera crassicornis,2.4,2
2022,1,SHRSO16,Solenocera crassicornis,2.5,15
2022,1,SHRSO16,Solenocera crassicornis,2.6,9
2022,1,SHRSO16,Solenocera crassicornis,2.8,7
2022,1,SHRSO16,Solenocera crassicornis,7,3
2022,1,SHRSO16,Solenocera crassicornis,26,2
2022,1,SHRSO16,Solenocera crassicornis,29,1
2022,2,SHRSO16,Solenocera crassicornis,1,27
2022,2,SHRSO16,Solenocera crassicornis,2,3
2022,2,SHRSO16,Solenocera crassicornis,2.1,6
2022,2,SHRSO16,Solenocera crassicornis,2.2,10
2022,2,SHRSO16,Solenocera crassicornis,2.3,12
2022,2,SHRSO16,Solenocera crassicornis,2.4,1
2022,2,SHRSO16,Solenocera crassicornis,2.5,8
2022,2,SHRSO16,Solenocera crassicornis,2.6,1
2022,2,SHRSO16,Solenocera crassicornis,2.8,1
2022,3,SHRSO16,Solenocera crassicornis,0.2,1
2022,3,SHRSO16,Solenocera crassicornis,1.3,9
2022,3,SHRSO16,Solenocera crassicornis,1.8,3
2022,3,SHRSO16,Solenocera crassicornis,2.1,1
2022,1,SHRSO19,Solenocera hextii,0.9,28
2022,1,SHRSO19,Solenocera hextii,1.6,1
2022,1,SHRSO19,Solenocera hextii,1.8,96
2022,1,SHRSO19,Solenocera hextii,1.9,7
2022,1,SHRSO19,Solenocera hextii,2.1,29
2022,1,SHRSO19,Solenocera hextii,2.2,18
2022,2,SHRSO19,Solenocera hextii,1.1,4
2022,2,SHRSO19,Solenocera hextii,1.5,22
2022,2,SHRSO19,Solenocera hextii,1.6,40
2022,2,SHRSO19,Solenocera hextii,1.7,22
2022,2,SHRSO19,Solenocera hextii,1.8,3
2022,2,SHRSO19,Solenocera hextii,1.9,16
2022,2,SHRSO19,Solenocera hextii,2,27
2022,2,SHRSO19,Solenocera hextii,2.1,41
2022,2,SHRSO19,Solenocera hextii,2.2,17
2022,2,SHRSO19,Solenocera hextii,2.4,3
2022,2,SHRSO19,Solenocera hextii,16,3
2022,2,SHRSO19,Solenocera hextii,19,2
2022,3,SHRSO19,Solenocera hextii,1,5
2022,3,SHRSO19,Solenocera hextii,1.2,20
2022,3,SHRSO19,Solenocera hextii,1.3,6
2022,3,SHRSO19,Solenocera hextii,1.4,45
2022,3,SHRSO19,Solenocera hextii,1.5,21
2022,3,SHRSO19,Solenocera hextii,1.6,1
2022,3,SHRSO19,Solenocera hextii,1.7,6
2022,3,SHRSO19,Solenocera hextii,1.8,43
2022,3,SHRSO19,Solenocera hextii,1.9,47
2022,3,SHRSO19,Solenocera hextii,2,34
2022,3,SHRSO19,Solenocera hextii,2.1,2
2022,3,SHRSO19,Solenocera hextii,2.2,16
2022,3,SHRSO19,Solenocera hextii,2.3,4
2022,3,SHRSO19,Solenocera hextii,2.4,1
2022,3,SHRSO19,Solenocera hextii,2.5,2
2022,1,SIGSI01,Siganus canaliculatus,17,1
2022,1,SIGSI01,Siganus canaliculatus,19,1
2022,2,SIGSI01,Siganus canaliculatus,17,1
2022,2,SIGSI01,Siganus canaliculatus,18,1
2022,2,SIGSI01,Siganus canaliculatus,19,2
2022,2,SIGSI01,Siganus canaliculatus,21,1
2022,1,SIGSI06,Siganus javus,21,1
2022,1,SIGSI06,Siganus javus,26,1
2022,1,SILSI01,Sillago sihama,36,2
2022,2,SILSI01,Sillago sihama,7,2
2022,2,SILSI01,Sillago sihama,9,1
2022,3,SILSI01,Sillago sihama,8,1
2022,3,SILSI01,Sillago sihama,9,15
2022,3,SILSI01,Sillago sihama,10,6
2022,3,SILSI01,Sillago sihama,11,17
2022,3,SILSI01,Sillago sihama,12,2
2022,3,SILSI01,Sillago sihama,13,7
2022,3,SILSI01,Sillago sihama,18,1
2022,1,SILSL01,Sillaginopsis panijus,9,1
2022,1,SILSL01,Sillaginopsis panijus,10,1
2022,1,SILSL01,Sillaginopsis panijus,11,1
2022,1,SILSL01,Sillaginopsis panijus,16,1
2022,1,SILSL01,Sillaginopsis panijus,18,6
2022,1,SILSL01,Sillaginopsis panijus,19,4
2022,1,SILSL01,Sillaginopsis panijus,23,8
2022,1,SILSL01,Sillaginopsis panijus,25,1
2022,1,SILSL01,Sillaginopsis panijus,31,1
2022,1,SILSL01,Sillaginopsis panijus,32,1
2022,1,SILSL01,Sillaginopsis panijus,34,3
2022,1,SILSL01,Sillaginopsis panijus,37,1
2022,2,SILSL01,Sillaginopsis panijus,21,1
2022,2,SILSL01,Sillaginopsis panijus,22,3
2022,2,SILSL01,Sillaginopsis panijus,25,1
2022,2,SILSL01,Sillaginopsis panijus,26,2
2022,2,SILSL01,Sillaginopsis panijus,31,1
2022,2,SILSL01,Sillaginopsis panijus,34,1
2022,3,SILSL01,Sillaginopsis panijus,9,1
2022,3,SILSL01,Sillaginopsis panijus,12,1
2022,3,SNAHY00,Hydrophis gracilis,29,1
2022,1,SOLAE01,Aesopia cornuta,17,1
2022,1,SOLAE01,Aesopia cornuta,19,1
2022,1,SOLAE01,Aesopia cornuta,21,3
2022,1,SOLAE01,Aesopia cornuta,24,1
2022,1,SOLAS00,Aseraggodes sp.,8,5
2022,1,SOLAS00,Aseraggodes sp.,9,9
2022,1,SOLAS01,Aseraggodes cyaneus,9,12
2022,1,SOLAS01,Aseraggodes cyaneus,10,10
2022,2,SOLAS01,Aseraggodes cyaneus,6,4
2022,2,SOLAS01,Aseraggodes cyaneus,7,31
2022,2,SOLAS01,Aseraggodes cyaneus,8,26
2022,2,SOLAS01,Aseraggodes cyaneus,9,1
2022,1,SOLAS99,Aseraggdes cyaneus,8,3
2022,1,SOLAS99,Aseraggdes cyaneus,9,8
2022,1,SOLAS99,Aseraggdes cyaneus,10,6
2022,1,SOLBR02,Brachypleura nanaezeelandiae,8,1
2022,1,SOLBR02,Brachypleura nanaezeelandiae,10,11
2022,1,SOLBR02,Brachypleura nanaezeelandiae,11,3
2022,2,SOLDA01,Dagetichthys albomaculatus,18,1
2022,2,SOLDA01,Dagetichthys albomaculatus,21,2
2022,2,SOLDA01,Dagetichthys albomaculatus,22,2
2022,2,SOLDA01,Dagetichthys albomaculatus,24,1
2022,2,SOLDA01,Dagetichthys albomaculatus,25,2
2022,2,SOLDA01,Dagetichthys albomaculatus,27,1
2022,2,SOLDA01,Dagetichthys albomaculatus,29,1
2022,2,SOLDA01,Dagetichthys albomaculatus,34,1
2022,1,SOLSO04,Solea ovata,8,1
2022,1,SOLSO04,Solea ovata,9,43
2022,1,SOLSO04,Solea ovata,10,27
2022,1,SOLSO04,Solea ovata,11,1
2022,1,SOLSO04,Solea ovata,13,5
2022,1,SOLSO04,Solea ovata,16,1
2022,3,SOLSO04,Solea ovata,21,1
2022,3,SOLSO04,Solea ovata,22,1
2022,1,SOLSY02,Synaptura commersonnii,10,1
2022,1,SOLSY02,Synaptura commersonnii,15,2
2022,1,SOLSY02,Synaptura commersonnii,17,1
2022,1,SOLSY02,Synaptura commersonnii,19,1
2022,1,SOLSY02,Synaptura commersonnii,20,1
2022,1,SOLSY02,Synaptura commersonnii,22,3
2022,1,SOLSY02,Synaptura commersonnii,27,1
2022,1,SOLZE06,Zebrias zebra,12,2
2022,1,SOLZE06,Zebrias zebra,13,1
2022,1,SOLZE06,Zebrias zebra,14,1
2022,1,SOLZE06,Zebrias zebra,16,1
2022,1,SOLZE06,Zebrias zebra,17,1
2022,1,SOLZE06,Zebrias zebra,18,1
2022,1,SOLZE06,Zebrias zebra,19,1
2022,1,SOLZE06,Zebrias zebra,20,2
2022,1,SOLZE06,Zebrias zebra,21,2
2022,1,SOLZE06,Zebrias zebra,22,9
2022,1,SOLZE06,Zebrias zebra,23,3
2022,1,SOLZE06,Zebrias zebra,24,1
2022,2,SOLZE06,Zebrias zebra,13,1
2022,2,SOLZE06,Zebrias zebra,14,3
2022,2,SOLZE06,Zebrias zebra,15,1
2022,2,SOLZE06,Zebrias zebra,17,6
2022,2,SOLZE06,Zebrias zebra,18,1
2022,2,SOLZE06,Zebrias zebra,19,3
2022,2,SOLZE06,Zebrias zebra,20,2
2022,2,SOLZE06,Zebrias zebra,22,1
2022,2,SOLZE06,Zebrias zebra,27,1
2022,2,SOLZE06,Zebrias zebra,29,1
2022,1,SPARH01,Rhabdosargus sarba,37,1
2022,1,SPHSP04,Sphyraena forsteri,7,10
2022,1,SPHSP04,Sphyraena forsteri,8,4
2022,1,SPHSP04,Sphyraena forsteri,9,3
2022,1,SPHSP04,Sphyraena forsteri,11,2
2022,1,SPHSP04,Sphyraena forsteri,16,13
2022,1,SPHSP04,Sphyraena forsteri,17,20
2022,1,SPHSP04,Sphyraena forsteri,18,27
2022,1,SPHSP04,Sphyraena forsteri,19,7
2022,1,SPHSP04,Sphyraena forsteri,20,12
2022,1,SPHSP04,Sphyraena forsteri,21,6
2022,1,SPHSP04,Sphyraena forsteri,22,4
2022,1,SPHSP04,Sphyraena forsteri,23,6
2022,1,SPHSP04,Sphyraena forsteri,24,2
2022,1,SPHSP04,Sphyraena forsteri,25,1
2022,1,SPHSP04,Sphyraena forsteri,26,1
2022,3,SPHSP04,Sphyraena forsteri,18,1
2022,3,SPHSP04,Sphyraena forsteri,19,1
2022,3,SPHSP04,Sphyraena forsteri,20,1
2022,3,SPHSP04,Sphyraena forsteri,22,3
2022,2,SPHSP06,Sphyraena obtusata,13,1
2022,2,SPHSP06,Sphyraena obtusata,16,1
2022,2,SPHSP06,Sphyraena obtusata,17,1
2022,1,SPHSP09,Sphyraena putnamae,15,1
2022,1,SPHSP09,Sphyraena putnamae,17,1
2022,1,SPHSP09,Sphyraena putnamae,18,3
2022,1,SPHSP09,Sphyraena putnamae,20,1
2022,1,SPHSP09,Sphyraena putnamae,22,1
2022,3,SPHSP09,Sphyraena putnamae,32,1
2022,3,SQOLO72,Uroteuthis singhalensis,6,7
2022,3,SQOLO72,Uroteuthis singhalensis,7,10
2022,2,SQULO52,Sepioteuthis lessoniana,3,22
2022,2,SQULO52,Sepioteuthis lessoniana,4,7
2022,2,SQULO52,Sepioteuthis lessoniana,5,13
